time,action,price,qty_btc,pnl_pct,capital_after,reason
2026-09-12 04:25,BUY,77223.40,0.012937,,0.00,策略E進場
2026-09-13 04:38,SELL,77281.00,0.012937,-0.13%,998.75,收盤跌破20日SMA（77281<78598）止損出場
2026-09-15 04:45,BUY,78195.70,0.012760,,0.00,策略E進場
2026-09-16 04:41,SELL,75641.00,0.012760,-3.46%,964.19,收盤跌破20日SMA（75641<78303）止損出場
