time,action,price,qty_btc,pnl_pct,capital_after,reason
2026-07-09 17:31,BUY,470.02,2.125444,,0.00,強制測試買入
2026-07-09 17:38,SELL,470.85,2.125444,-0.02%,999.76,強制測試賣出
