time,action,price,qty_btc,pnl_pct,capital_after,reason
2026-07-08 16:26,BUY,67.39,14.824173,,0.00,強制測試買入
2026-07-08 16:30,SELL,67.39,14.824173,-0.20%,998.00,強制測試賣出
2026-07-15 00:04,BUY,65.60,15.198247,,0.00,策略訊號進場
2026-07-16 04:03,SELL,66.11,15.198247,+0.58%,1003.83,跌破EMA50趨勢出場
